001001,40.09068,116.173553
001002,40.00395,116.205311
001003,39.91441,116.184239
001004,39.815129,116.17115
001005,39.742768,116.136045
001006,39.987314,116.287451
001007,39.982053,116.3974
001008,39.954047,116.348991
001009,39.878193,116.351974
001010,39.876184,116.39401
001011,39.855959,116.36781
001012,39.937119,116.460743
001013,39.929287,116.416883
001014,39.939554,116.483746
001015,39.929303,116.35103
001016,39.86347,116.279082
001017,39.718147,116.406155
001018,39.794491,116.506319
001019,39.885241,116.664162
001020,39.886492,116.407356
001021,39.899136,116.395383
001022,39.920993,116.443448
